cgpa,dsa,communication,ml,webdev,cloud,cybersecurity,projects,internships,career
5.93,5,5,5,7,10,3,16,4,Cloud Engineer
6.44,9,6,5,4,2,6,20,3,Data Scientist
5.47,7,9,7,4,4,9,4,5,Cybersecurity Analyst
6.62,8,6,2,2,8,4,6,4,Cloud Engineer
6.85,9,6,5,3,2,1,17,4,Data Scientist
5.18,3,4,1,7,1,6,4,0,Data Scientist
7.28,10,3,2,1,3,5,8,5,Data Scientist
7.93,7,10,2,1,3,9,0,1,Cybersecurity Analyst
8.86,9,1,2,8,5,1,4,5,Software Developer
8.06,1,6,7,3,2,7,1,5,Data Scientist
5.41,2,3,1,6,2,2,0,5,Data Scientist
7.59,6,10,8,9,8,4,3,2,Web Developer
8.56,3,10,7,9,9,3,15,1,Web Developer
8.81,3,1,7,5,2,6,7,2,Data Scientist
6.58,9,7,6,8,8,1,5,2,Web Developer
6.64,8,7,5,3,6,1,5,2,Data Scientist
6.15,4,5,6,8,8,7,18,4,Cloud Engineer
9.47,6,10,4,1,4,7,18,5,Mobile App Developer
5.47,4,7,4,8,7,3,0,3,Web Developer
5.49,2,4,9,5,9,2,6,2,Cloud Engineer
6.91,3,3,7,3,3,7,0,0,Data Scientist
5.53,8,4,10,3,3,9,11,0,ML Engineer
5.11,5,3,4,2,6,4,15,2,Data Scientist
5.55,2,3,7,8,6,6,15,2,Data Scientist
5.0,4,10,8,8,8,8,6,4,Web Developer
5.67,5,5,6,6,6,7,4,4,Data Scientist
8.17,2,4,6,8,9,7,4,1,Cloud Engineer
8.93,3,2,5,8,6,10,18,5,Cybersecurity Analyst
8.12,8,9,8,8,3,5,3,3,ML Engineer
8.57,10,3,5,7,1,4,19,0,Software Developer
5.36,8,9,8,7,4,5,14,3,ML Engineer
8.77,9,9,7,4,9,6,4,4,Cloud Engineer
8.81,5,2,10,4,4,9,1,5,Cybersecurity Analyst
9.96,7,1,1,5,9,10,6,5,Cybersecurity Analyst
5.8,8,4,5,1,8,3,5,2,Cloud Engineer
8.16,3,8,10,5,4,10,17,2,Cybersecurity Analyst
7.12,9,4,7,8,8,10,20,3,Cybersecurity Analyst
8.51,7,4,1,5,1,6,14,0,Data Scientist
8.8,8,3,4,8,7,8,13,3,Cybersecurity Analyst
7.29,10,8,2,3,9,3,4,2,Cloud Engineer
6.51,2,7,2,9,6,2,0,2,Web Developer
6.92,5,4,8,8,8,8,19,3,Cybersecurity Analyst
8.21,9,9,3,2,1,9,9,0,Cybersecurity Analyst
7.57,7,5,1,8,7,10,7,4,Cybersecurity Analyst
7.83,5,3,9,3,2,10,0,4,Cybersecurity Analyst
8.56,4,8,4,2,7,4,17,3,Mobile App Developer
7.43,5,2,8,1,6,10,10,3,Cybersecurity Analyst
5.91,2,3,6,10,1,3,18,0,Data Scientist
9.99,10,1,6,4,8,7,13,4,Cloud Engineer
8.3,7,4,8,2,4,8,18,2,ML Engineer
7.05,2,4,10,5,4,7,11,5,Data Scientist
5.03,7,7,10,8,6,2,11,4,ML Engineer
8.31,4,3,5,10,1,8,4,0,Cybersecurity Analyst
5.97,3,10,7,6,9,10,17,5,Cybersecurity Analyst
9.61,3,8,3,2,4,8,15,5,Cybersecurity Analyst
9.52,6,2,7,9,7,4,2,1,Data Scientist
7.8,6,2,2,4,2,9,13,3,Cybersecurity Analyst
7.29,5,9,7,1,3,1,3,1,Data Scientist
8.08,8,1,2,8,5,2,15,0,Software Developer
9.04,5,8,9,7,10,7,9,2,Cloud Engineer
9.45,4,1,6,1,2,8,10,4,Cybersecurity Analyst
9.09,4,6,10,3,9,2,0,2,Cloud Engineer
6.61,5,2,4,9,10,9,16,0,Cybersecurity Analyst
7.38,6,2,6,10,8,9,15,4,Cybersecurity Analyst
6.08,3,8,7,7,2,8,14,4,Cybersecurity Analyst
7.78,10,6,10,4,2,8,5,4,ML Engineer
8.84,3,9,6,2,5,5,3,4,Data Scientist
5.48,8,2,7,5,5,4,19,2,Data Scientist
9.26,5,1,9,3,10,1,9,5,Cloud Engineer
6.53,8,5,4,8,2,7,13,0,Data Scientist
8.72,9,7,2,2,5,7,2,2,Software Developer
8.2,9,4,5,2,2,5,17,3,Software Developer
8.96,10,6,8,4,3,2,19,0,ML Engineer
6.36,5,9,6,8,4,1,14,5,Web Developer
8.34,2,3,6,2,10,7,19,2,Cloud Engineer
8.14,9,4,4,6,6,8,1,0,Cybersecurity Analyst
9.55,8,7,1,2,7,5,11,3,Software Developer
5.35,1,10,8,8,5,2,9,2,Web Developer
6.14,7,5,4,8,1,2,20,0,Data Scientist
5.98,4,5,6,5,1,7,14,3,Data Scientist
7.19,6,1,9,10,8,4,18,4,Cloud Engineer
6.37,10,1,7,5,8,8,14,1,Cybersecurity Analyst
6.25,6,10,1,9,6,10,16,1,Web Developer
8.76,3,4,6,7,1,8,14,4,Cybersecurity Analyst
6.41,6,2,3,2,5,6,14,2,Data Scientist
5.5,6,5,7,6,3,5,4,1,Data Scientist
9.02,8,7,3,1,7,8,16,0,Cybersecurity Analyst
9.6,2,5,10,9,5,2,12,2,Data Scientist
7.78,4,5,6,7,8,9,12,5,Cybersecurity Analyst
6.68,4,10,10,2,6,6,16,2,Mobile App Developer
5.59,6,6,5,9,8,8,19,0,Web Developer
6.52,9,1,9,9,1,6,19,4,ML Engineer
9.41,2,1,6,9,10,5,2,4,Cloud Engineer
8.28,6,1,9,9,8,2,1,2,Cloud Engineer
7.58,8,10,1,10,3,8,6,3,Web Developer
8.37,6,7,9,10,5,7,16,4,Web Developer
7.48,7,3,3,8,1,5,13,4,Data Scientist
6.29,6,9,6,10,5,5,19,3,Web Developer
8.99,10,4,5,9,6,6,8,2,Software Developer
7.23,3,10,2,5,5,5,16,4,Mobile App Developer
6.0,8,1,3,9,7,6,11,3,DevOps Engineer
6.69,8,3,2,2,4,10,1,1,Cybersecurity Analyst
7.77,1,9,9,9,6,4,14,2,Web Developer
6.0,2,2,3,10,3,9,5,0,Cybersecurity Analyst
6.58,4,2,2,8,2,9,7,4,Cybersecurity Analyst
5.38,3,2,3,1,5,2,8,3,Data Scientist
7.81,4,5,7,2,7,7,17,5,DevOps Engineer
6.57,3,9,7,7,9,10,17,3,Cybersecurity Analyst
6.47,7,5,5,7,7,9,6,0,Cybersecurity Analyst
9.85,6,3,5,8,3,8,13,5,Cybersecurity Analyst
7.77,3,8,1,6,8,4,10,2,Cloud Engineer
5.28,5,3,8,5,3,10,16,3,Cybersecurity Analyst
8.92,4,3,3,3,3,1,13,5,Data Scientist
5.43,3,6,5,10,2,4,12,4,Web Developer
7.84,10,4,8,6,5,5,6,4,ML Engineer
9.83,7,10,7,10,3,2,10,3,Web Developer
6.59,7,1,1,5,6,1,2,5,Data Scientist
9.92,8,5,7,10,6,6,2,4,Software Developer
5.36,9,4,8,4,9,5,3,5,ML Engineer
5.91,1,4,9,8,5,9,18,2,Cybersecurity Analyst
5.69,4,8,8,8,2,9,1,4,Web Developer
6.77,1,3,8,1,8,3,5,0,Cloud Engineer
8.82,8,3,4,10,10,9,16,4,Cybersecurity Analyst
6.2,5,2,7,4,7,6,13,0,DevOps Engineer
6.09,9,7,1,1,10,1,15,5,Cloud Engineer
6.08,5,2,4,8,10,6,11,4,Cloud Engineer
9.14,10,9,1,10,10,3,8,2,Web Developer
6.9,9,4,3,5,10,6,12,4,Cloud Engineer
5.55,2,7,7,7,6,5,1,3,Data Scientist
7.03,7,2,8,1,2,1,14,4,ML Engineer
6.85,2,7,9,5,7,4,9,0,DevOps Engineer
9.44,4,1,5,4,4,3,5,4,Data Scientist
8.94,10,5,10,6,3,2,6,1,ML Engineer
7.82,7,8,5,4,10,1,8,2,Cloud Engineer
7.23,5,3,1,8,9,5,20,0,Cloud Engineer
9.55,4,10,7,1,7,9,14,3,Cybersecurity Analyst
8.88,2,5,10,10,7,4,18,3,DevOps Engineer
9.93,10,9,3,4,1,4,14,5,Software Developer
5.34,2,6,4,5,3,3,3,3,Data Scientist
5.69,2,4,1,3,10,1,5,5,Cloud Engineer
5.37,9,2,7,2,3,5,3,2,Data Scientist
5.25,3,7,6,4,5,10,2,1,Cybersecurity Analyst
7.14,8,7,1,2,4,8,11,2,Cybersecurity Analyst
5.88,6,1,10,1,9,8,18,4,Cybersecurity Analyst
5.61,3,5,8,6,8,5,12,4,Cloud Engineer
7.65,1,8,6,8,1,3,5,3,Web Developer
9.49,8,9,8,5,9,9,1,0,ML Engineer
7.91,10,9,1,5,5,1,20,0,Mobile App Developer
7.62,3,2,10,5,10,8,7,1,Cybersecurity Analyst
6.11,6,5,4,9,1,5,5,4,Data Scientist
6.34,3,3,10,1,10,8,9,0,Cybersecurity Analyst
8.14,1,7,3,5,2,1,7,1,Data Scientist
5.44,10,4,8,9,2,8,7,5,ML Engineer
9.39,2,10,1,9,6,10,3,1,Web Developer
6.71,2,4,2,1,3,6,6,2,Data Scientist
8.43,2,1,7,10,2,1,14,4,Data Scientist
7.56,9,5,9,6,9,4,18,3,ML Engineer
6.57,9,6,8,1,8,7,10,3,ML Engineer
7.79,7,9,2,6,2,8,6,1,Cybersecurity Analyst
6.22,2,5,8,8,8,10,15,1,Cybersecurity Analyst
9.16,9,10,4,6,4,2,10,0,Software Developer
5.21,8,1,10,9,3,8,10,5,ML Engineer
8.2,6,2,4,10,9,8,17,0,Cybersecurity Analyst
9.84,3,6,7,10,3,1,8,3,Web Developer
6.17,6,2,9,8,10,1,3,2,Cloud Engineer
5.28,4,9,5,5,10,2,14,1,Cloud Engineer
6.51,2,9,8,4,1,8,8,3,Cybersecurity Analyst
9.45,2,1,8,5,5,5,20,2,Data Scientist
5.83,1,7,3,9,4,6,5,5,Web Developer
9.7,2,1,7,4,4,7,13,0,Data Scientist
8.84,6,1,3,5,7,4,19,4,DevOps Engineer
7.51,2,4,4,3,6,5,9,1,Data Scientist
9.46,6,7,10,2,4,2,15,4,Data Scientist
5.95,1,9,10,7,6,7,3,2,Data Scientist
5.06,8,3,6,2,6,9,8,2,Cybersecurity Analyst
7.79,3,6,7,5,7,6,9,4,DevOps Engineer
9.48,6,5,7,10,1,10,14,2,Cybersecurity Analyst
9.34,5,10,8,8,2,2,19,5,Web Developer
6.68,9,6,4,10,4,6,9,5,Web Developer
7.17,5,10,1,6,1,2,4,0,Data Scientist
7.6,4,2,2,10,5,9,2,0,Cybersecurity Analyst
5.07,1,1,4,8,3,3,3,4,Data Scientist
7.44,1,1,5,1,2,3,15,2,Data Scientist
7.97,9,6,2,10,5,1,12,0,Web Developer
9.8,5,5,1,6,4,6,2,5,Data Scientist
5.31,5,10,4,3,4,2,3,1,Data Scientist
5.77,3,7,8,1,2,9,12,0,Cybersecurity Analyst
6.34,2,6,9,6,6,10,10,4,Cybersecurity Analyst
7.43,9,1,2,5,3,6,15,5,Data Scientist
6.67,8,8,6,10,3,9,7,3,Web Developer
8.87,1,6,3,3,1,9,17,3,Cybersecurity Analyst
8.49,4,7,10,7,4,8,18,4,Cybersecurity Analyst
9.61,2,6,9,5,5,1,20,5,Data Scientist
5.43,10,5,6,5,5,1,7,3,Data Scientist
8.29,1,10,8,10,6,9,13,5,Web Developer
9.18,8,6,9,7,1,6,14,2,ML Engineer
8.0,10,5,7,5,9,3,4,3,Cloud Engineer
7.3,10,5,5,2,8,5,13,4,Cloud Engineer
8.39,1,8,6,2,7,6,12,5,Mobile App Developer
9.77,5,1,7,7,7,2,2,5,Data Scientist
5.22,5,6,6,6,1,3,7,3,Data Scientist
9.4,1,5,9,10,2,3,7,3,Data Scientist
9.79,4,6,6,9,7,1,3,5,Web Developer
5.94,5,2,1,10,4,7,5,0,Data Scientist
6.11,7,2,1,10,9,5,15,2,Cloud Engineer
5.21,1,8,3,10,4,10,4,5,Web Developer
7.21,9,7,4,10,4,3,18,4,Web Developer
9.67,3,7,9,10,10,4,12,2,Web Developer
9.98,9,4,8,1,4,1,6,2,ML Engineer
7.43,10,9,6,6,8,2,7,3,Cloud Engineer
7.42,1,7,5,2,9,9,3,5,Cybersecurity Analyst
9.72,3,8,3,2,5,5,12,2,Mobile App Developer
5.9,10,5,1,3,4,10,13,3,Cybersecurity Analyst
9.8,3,9,7,3,10,8,7,3,Cybersecurity Analyst
6.09,10,8,9,7,5,6,18,4,ML Engineer
5.07,6,9,4,10,7,5,4,3,Web Developer
6.8,9,3,9,1,7,8,12,5,ML Engineer
7.39,4,7,5,4,7,2,5,2,Data Scientist
5.12,1,4,3,1,10,7,16,0,Cloud Engineer
9.23,5,4,4,3,1,8,16,3,Cybersecurity Analyst
5.28,7,5,3,3,3,9,10,4,Cybersecurity Analyst
9.8,8,4,10,3,7,9,5,3,ML Engineer
8.16,1,2,2,1,9,3,20,4,Cloud Engineer
8.93,1,10,7,7,8,3,9,5,Cloud Engineer
7.07,7,1,5,7,8,6,6,3,Cloud Engineer
8.06,9,7,6,6,2,8,10,4,Cybersecurity Analyst
8.4,4,4,7,10,1,5,1,2,Data Scientist
7.7,8,2,7,2,8,10,16,2,Cybersecurity Analyst
6.88,10,9,6,3,2,2,13,2,Mobile App Developer
8.74,1,1,4,5,1,6,17,4,Data Scientist
8.79,8,10,1,5,7,4,6,0,Software Developer
9.08,6,7,9,2,3,1,0,4,Data Scientist
5.41,7,3,4,5,8,2,14,1,Cloud Engineer
9.1,2,4,2,1,8,2,3,4,Cloud Engineer
9.17,4,7,9,3,2,3,17,0,Data Scientist
9.61,5,2,5,7,2,5,11,0,Data Scientist
8.01,3,9,2,2,9,9,5,2,Cybersecurity Analyst
9.38,2,3,6,1,2,5,4,1,Data Scientist
5.01,7,7,6,2,7,5,11,3,DevOps Engineer
8.17,7,2,6,6,8,7,0,0,Cloud Engineer
9.9,1,3,7,6,5,2,7,5,Data Scientist
6.55,9,9,2,1,7,3,6,5,Data Scientist
5.93,6,7,10,3,3,2,17,2,Data Scientist
6.81,1,2,8,9,7,2,0,5,Data Scientist
6.18,7,6,3,9,1,6,7,3,Web Developer
6.52,5,7,6,1,1,6,1,5,Data Scientist
5.54,9,9,5,10,1,1,8,2,Web Developer
9.59,2,10,3,10,5,7,14,0,Web Developer
9.31,1,8,4,10,5,4,0,0,Web Developer
9.1,10,6,3,1,8,5,18,2,Cloud Engineer
6.96,8,1,1,4,8,3,11,4,Cloud Engineer
7.59,1,8,7,10,5,3,3,3,Web Developer
9.34,3,3,1,10,7,5,3,4,Data Scientist
6.71,4,5,3,3,3,4,8,5,Data Scientist
8.46,10,5,3,8,9,9,4,0,Cybersecurity Analyst
8.1,9,3,4,9,6,7,14,5,Software Developer
6.34,2,3,9,3,2,4,1,1,Data Scientist
7.78,3,2,2,1,10,6,11,5,Cloud Engineer
8.46,9,1,7,7,7,1,15,1,Software Developer
5.1,2,8,4,3,8,8,1,5,Cybersecurity Analyst
5.95,9,8,10,7,8,8,9,0,ML Engineer
5.99,1,8,4,10,1,1,20,2,Web Developer
7.63,8,4,5,9,4,3,10,3,Data Scientist
7.41,5,10,7,4,10,8,18,4,Cybersecurity Analyst
6.31,10,4,3,1,1,5,4,2,Data Scientist
5.39,7,10,7,9,4,9,3,4,Web Developer
6.82,4,4,7,8,7,7,9,4,DevOps Engineer
9.81,10,9,4,8,10,9,14,3,Web Developer
8.66,1,5,5,10,2,4,17,5,Data Scientist
6.81,4,8,2,2,3,3,14,1,Mobile App Developer
8.59,3,2,6,2,8,8,12,5,Cybersecurity Analyst
5.61,2,3,4,5,1,8,14,4,Cybersecurity Analyst
7.37,9,7,1,2,2,5,18,0,Data Scientist
6.29,1,3,6,2,3,8,0,1,Cybersecurity Analyst
8.39,4,4,10,3,7,3,7,2,Data Scientist
8.4,9,7,6,5,6,9,5,3,Cybersecurity Analyst
8.12,4,4,5,7,6,6,11,5,Data Scientist
6.8,6,2,2,10,1,1,16,5,Data Scientist
8.66,10,7,2,8,4,7,4,2,Web Developer
9.38,6,7,4,8,1,2,18,2,Web Developer
8.55,7,3,9,1,6,4,3,1,ML Engineer
8.73,4,6,8,1,3,8,16,3,Cybersecurity Analyst
8.99,3,3,7,8,10,6,17,2,Cloud Engineer
5.5,3,9,3,10,1,7,5,0,Web Developer
9.68,8,1,4,9,4,5,8,5,Software Developer
7.96,8,5,9,5,1,5,2,5,ML Engineer
5.24,8,2,8,1,2,7,19,2,ML Engineer
9.68,3,7,8,2,1,7,9,4,Data Scientist
9.4,2,7,10,4,9,1,0,0,Cloud Engineer
8.4,7,2,1,9,8,5,7,0,Cloud Engineer
7.97,5,1,1,4,2,8,12,5,Cybersecurity Analyst
6.87,9,8,8,5,9,1,18,2,ML Engineer
9.73,8,8,1,6,4,3,8,3,Software Developer
5.81,6,10,4,6,6,8,15,2,Cybersecurity Analyst
7.57,9,8,7,8,1,9,6,2,Web Developer
7.53,4,6,7,2,5,6,18,0,Data Scientist
8.89,6,5,1,7,6,9,10,2,Cybersecurity Analyst
6.55,1,8,2,10,8,7,5,5,Web Developer
8.02,8,7,10,6,6,6,19,2,ML Engineer
7.94,4,4,6,5,5,1,3,5,Data Scientist
6.69,5,10,5,6,6,5,7,0,Data Scientist
9.48,7,6,9,6,4,10,8,0,ML Engineer
8.55,2,8,7,7,6,1,5,4,Data Scientist
7.34,7,3,10,10,1,8,6,2,ML Engineer
5.28,1,5,3,9,6,8,4,4,Cybersecurity Analyst
5.34,2,10,10,3,2,1,5,3,Data Scientist
9.38,7,4,10,5,5,9,16,3,ML Engineer
8.19,8,3,5,4,3,10,2,2,Cybersecurity Analyst
7.45,6,7,9,4,9,7,5,0,Cloud Engineer
6.64,1,2,8,9,10,5,15,2,Cloud Engineer
7.72,3,6,4,10,7,9,8,4,Web Developer
9.82,6,6,9,9,10,10,6,3,Web Developer
7.02,7,2,8,5,8,10,14,1,ML Engineer
5.14,3,8,4,10,10,8,8,3,Web Developer
6.78,4,6,3,4,5,2,2,1,Data Scientist
7.67,3,9,8,5,8,10,0,1,Cybersecurity Analyst
9.13,6,7,1,10,6,2,4,4,Web Developer
5.21,2,7,7,6,3,3,5,3,Data Scientist
6.83,5,5,8,6,3,7,3,1,Data Scientist
9.17,6,7,5,8,8,6,18,4,Web Developer
5.9,7,9,2,8,9,7,19,2,Web Developer
6.46,8,6,3,6,1,3,0,1,Data Scientist
7.35,8,1,2,9,6,8,4,0,Cybersecurity Analyst
5.82,3,4,5,6,3,6,12,4,Data Scientist
5.48,4,1,9,5,2,9,18,3,Cybersecurity Analyst
6.31,10,4,4,2,7,5,0,5,Data Scientist
8.73,4,6,9,7,10,7,3,2,Cloud Engineer
6.69,6,3,7,4,1,8,8,4,Cybersecurity Analyst
9.39,4,6,6,2,2,8,8,4,Cybersecurity Analyst
7.93,4,6,5,2,7,10,11,4,Cybersecurity Analyst
8.79,7,8,9,4,2,4,6,0,ML Engineer
7.78,10,6,5,10,4,2,12,1,Web Developer
6.39,3,3,6,9,10,9,3,2,Cybersecurity Analyst
6.37,9,8,7,10,2,2,9,2,Web Developer
8.23,2,6,10,9,3,6,12,0,Web Developer
7.3,7,10,3,10,1,10,19,3,Web Developer
9.78,3,3,2,6,9,7,11,3,Cloud Engineer
7.72,5,5,3,2,10,6,16,4,Cloud Engineer
7.5,4,5,4,9,10,2,6,0,Cloud Engineer
5.97,9,7,1,8,6,3,20,4,Web Developer
7.81,7,1,5,1,4,4,14,4,Data Scientist
7.37,10,8,6,5,7,10,9,5,Cybersecurity Analyst
6.56,6,7,6,2,3,5,17,1,Data Scientist
5.12,7,6,10,1,8,5,16,2,ML Engineer
7.04,6,3,1,3,10,1,15,3,Cloud Engineer
9.04,4,10,3,10,5,9,18,2,Web Developer
6.07,9,10,4,3,4,10,7,5,Cybersecurity Analyst
5.01,4,3,5,4,9,9,15,2,Cybersecurity Analyst
9.85,7,6,4,6,6,3,18,3,Data Scientist
5.85,4,10,4,7,6,7,9,2,Data Scientist
5.64,7,1,3,8,4,6,4,4,Data Scientist
9.63,5,9,2,7,3,6,15,2,Mobile App Developer
8.62,1,3,7,8,5,8,18,3,Cybersecurity Analyst
9.81,10,6,6,2,7,1,9,5,Software Developer
9.13,6,4,2,10,9,10,2,4,Cybersecurity Analyst
6.92,6,7,1,6,9,8,7,5,Cybersecurity Analyst
9.85,2,3,10,3,6,8,15,0,Cybersecurity Analyst
7.34,2,5,2,7,2,9,0,1,Cybersecurity Analyst
5.92,6,2,5,3,8,8,13,3,Cybersecurity Analyst
5.92,10,9,2,10,6,3,10,2,Web Developer
9.22,2,4,8,1,9,2,5,2,Cloud Engineer
7.63,7,4,5,8,7,1,0,5,Data Scientist
8.49,9,6,3,7,3,9,4,0,Cybersecurity Analyst
7.92,1,10,10,8,1,8,5,5,Web Developer
8.19,2,7,5,5,1,1,6,4,Data Scientist
7.76,1,10,8,2,3,7,14,0,Mobile App Developer
9.07,5,5,3,6,4,4,0,0,Data Scientist
8.18,6,3,6,9,5,8,18,2,Cybersecurity Analyst
5.74,10,6,8,9,7,6,9,0,ML Engineer
5.64,5,1,8,2,4,1,10,2,Data Scientist
8.84,1,8,1,9,7,1,20,3,Web Developer
7.33,2,10,3,2,2,6,17,5,Mobile App Developer
8.77,3,9,9,8,7,9,2,4,Web Developer
7.85,10,4,10,3,5,9,16,4,ML Engineer
9.62,2,8,3,9,5,8,17,1,Web Developer
6.63,8,1,3,5,8,10,14,4,Cybersecurity Analyst
7.87,1,4,4,7,2,8,10,1,Cybersecurity Analyst
8.7,1,2,5,2,1,9,3,3,Cybersecurity Analyst
6.29,10,4,8,1,6,10,20,5,ML Engineer
9.51,8,3,10,5,10,10,19,3,ML Engineer
8.43,5,10,2,8,2,7,14,3,Web Developer
6.25,9,7,2,10,1,5,6,1,Web Developer
9.74,3,8,10,8,8,7,7,2,Web Developer
9.92,2,7,5,8,7,2,15,3,Web Developer
6.78,1,8,6,6,7,10,10,0,Cybersecurity Analyst
5.32,9,2,6,7,4,4,18,2,Data Scientist
8.42,7,3,8,7,5,1,8,2,ML Engineer
9.82,5,1,2,8,2,2,4,4,Data Scientist
6.62,1,10,6,4,2,1,16,5,Mobile App Developer
7.77,5,1,7,1,4,10,10,1,Cybersecurity Analyst
7.81,1,4,10,10,4,2,7,1,Data Scientist
6.48,4,1,8,8,7,8,8,2,Cybersecurity Analyst
9.13,9,9,3,2,10,5,20,0,Cloud Engineer
8.66,8,9,10,10,5,2,4,0,ML Engineer
5.89,1,7,5,3,2,8,20,0,Cybersecurity Analyst
5.45,5,3,9,7,10,7,19,3,Cloud Engineer
9.67,2,3,3,1,3,6,2,1,Data Scientist
6.23,1,2,5,7,9,7,20,3,Cloud Engineer
6.94,5,1,1,7,3,4,2,0,Data Scientist
5.59,3,1,9,7,3,3,8,4,Data Scientist
5.23,1,6,8,7,5,5,14,4,Data Scientist
9.06,1,2,4,6,5,4,13,2,Data Scientist
8.13,3,4,3,6,9,6,4,4,Cloud Engineer
5.56,1,8,1,1,7,6,14,1,Mobile App Developer
8.49,5,7,7,5,5,2,16,5,Data Scientist
6.51,6,8,1,3,10,10,0,3,Cybersecurity Analyst
6.14,10,8,2,10,9,10,13,3,Web Developer
8.15,7,4,5,3,5,4,17,5,Data Scientist
5.47,2,8,7,4,10,4,1,1,Cloud Engineer
6.1,10,2,1,6,8,1,16,2,Cloud Engineer
5.09,5,3,9,5,1,3,18,5,Data Scientist
9.33,6,4,3,7,10,1,1,5,Cloud Engineer
8.24,9,9,7,10,10,5,8,3,Web Developer
5.66,1,10,7,1,10,10,18,2,Cybersecurity Analyst
7.75,4,4,3,5,9,4,16,0,Cloud Engineer
8.04,3,3,2,7,7,7,19,0,DevOps Engineer
6.93,6,6,5,9,3,4,11,2,Web Developer
8.71,10,5,7,3,6,1,11,5,Software Developer
9.65,7,9,5,9,7,10,6,4,Web Developer
8.65,8,10,10,6,3,8,14,2,ML Engineer
8.66,6,7,1,10,10,3,11,5,Web Developer
8.37,7,2,10,5,7,6,13,4,ML Engineer
8.41,2,8,7,9,10,2,19,4,Web Developer
7.62,2,4,1,6,7,7,9,2,DevOps Engineer
5.55,2,10,6,1,9,4,12,0,Cloud Engineer
9.37,9,10,4,9,5,8,10,3,Web Developer
8.52,1,1,5,6,8,5,6,2,Cloud Engineer
5.17,2,3,7,6,4,8,13,0,Cybersecurity Analyst
7.77,2,2,1,2,1,2,9,3,Data Scientist
9.25,7,8,5,1,1,8,18,1,Cybersecurity Analyst
6.3,8,6,1,4,7,3,8,3,DevOps Engineer
8.82,8,7,5,1,6,5,7,5,Software Developer
9.99,4,5,3,9,9,3,19,1,Cloud Engineer
6.91,5,6,7,4,8,8,11,4,Cybersecurity Analyst
8.26,10,3,10,2,2,9,9,0,ML Engineer
6.11,3,4,8,4,3,5,13,5,Data Scientist
7.43,9,8,5,9,9,6,15,4,Web Developer
8.67,10,4,9,4,8,2,6,0,ML Engineer
9.83,2,9,9,3,5,4,9,4,Data Scientist
9.22,9,8,4,10,6,8,0,4,Web Developer
5.63,4,9,6,7,2,6,20,1,Mobile App Developer
8.73,3,2,7,5,3,9,14,4,Cybersecurity Analyst
6.56,4,1,2,2,10,5,6,2,Cloud Engineer
7.69,10,8,10,9,10,8,14,1,ML Engineer
6.13,7,2,6,7,1,3,15,3,Data Scientist
9.16,5,4,3,4,8,10,8,1,Cybersecurity Analyst
7.7,5,2,4,10,10,8,10,1,Cybersecurity Analyst
9.13,8,3,3,4,7,1,8,0,Software Developer
7.19,3,9,1,4,4,7,2,0,Data Scientist
9.31,2,4,8,9,10,10,9,3,Cybersecurity Analyst
5.1,6,4,8,5,10,9,9,4,Cybersecurity Analyst
9.35,3,10,7,3,5,1,3,1,Data Scientist
6.2,5,6,5,8,4,7,2,3,Web Developer
5.86,10,3,1,3,3,10,17,2,Cybersecurity Analyst
7.0,2,7,3,4,4,7,2,2,Data Scientist
5.05,2,6,7,5,1,3,14,1,Data Scientist
8.57,1,1,3,1,1,6,5,0,Data Scientist
5.79,2,4,10,1,2,3,19,4,Data Scientist
7.64,1,5,4,2,9,3,16,3,Cloud Engineer
6.33,7,3,3,5,5,4,17,4,Data Scientist
5.45,4,6,7,1,10,5,2,1,Cloud Engineer
5.6,8,6,4,3,7,10,11,1,Cybersecurity Analyst
8.54,4,7,7,2,10,7,4,4,Cloud Engineer
7.62,7,5,2,4,3,2,5,3,Data Scientist
5.17,6,9,7,5,7,4,19,1,Mobile App Developer
6.07,4,1,6,8,10,9,11,2,Cybersecurity Analyst
5.16,7,3,5,1,3,7,17,2,Data Scientist
5.09,4,9,10,3,8,2,0,3,Cloud Engineer
6.37,3,9,7,9,1,7,0,4,Web Developer
5.72,4,5,5,3,9,3,19,4,Cloud Engineer
6.68,2,8,6,8,3,8,16,4,Web Developer
8.98,1,1,3,3,3,8,9,1,Cybersecurity Analyst
8.33,8,1,2,4,3,9,19,5,Cybersecurity Analyst
8.45,1,5,6,8,1,5,13,2,Data Scientist
6.57,3,7,9,2,8,5,17,2,Cloud Engineer
7.94,3,4,10,2,8,8,15,4,Cybersecurity Analyst
9.06,7,5,9,4,8,3,8,2,ML Engineer
6.57,7,7,10,6,5,4,12,4,ML Engineer
7.01,9,3,8,8,8,7,20,2,ML Engineer
5.6,9,5,3,2,8,5,8,4,Cloud Engineer
9.71,7,5,7,2,4,2,16,4,Data Scientist
6.49,1,8,7,6,9,6,13,5,Cloud Engineer
9.1,3,5,5,2,5,5,9,4,Data Scientist
5.54,2,3,4,7,9,1,6,0,Cloud Engineer
7.55,1,9,4,7,5,9,11,5,Cybersecurity Analyst
6.17,3,5,9,9,6,10,1,5,Cybersecurity Analyst
5.12,4,10,7,2,1,5,20,3,Mobile App Developer
7.62,6,5,2,5,8,1,5,3,Cloud Engineer
7.02,2,10,7,9,6,9,3,1,Web Developer
8.22,10,10,10,8,2,4,5,1,ML Engineer
8.15,2,9,9,9,6,4,9,0,Web Developer
